symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
SZT2	0.0971401607585606	0.15978818829412056	No data	No data	No data	No data	No data	No data	SZT2 subunit of KICSTOR complex
OR8B4	0.09665213747146191	0.15898542704396512	No data	No data	No data	No data	No data	No data	olfactory receptor family 8 subfamily B member 4
IKZF4	0.09663014183852121	0.15894924589797432	No data	No data	No data	No data	No data	No data	IKAROS family zinc finger 4
SELENOH	0.09645321853601774	0.15865822049969122	No data	No data	No data	No data	No data	No data	selenoprotein H
HFE	0.0963879853729604	0.15459936671534277	No data	No data	No data	0.07903100368951074	No data	No data	homeostatic iron regulator
FAM98B	0.09630962460338145	0.15842201938403724	No data	No data	No data	No data	No data	No data	family with sequence similarity 98 member B
PSMD6	0.09623914318308038	0.15830608279951483	No data	No data	No data	No data	No data	No data	proteasome 26S subunit, non-ATPase 6
PCDHA5	0.09613879726959161	0.15814102139140226	No data	No data	No data	No data	No data	No data	protocadherin alpha 5
FGFR1	0.09604593250190775	0.13365760501871302	No data	No data	No data	0.4866132176271832	No data	No data	fibroblast growth factor receptor 1
MGST2	0.09583926831439836	0.157648319004272	No data	No data	No data	No data	No data	No data	microsomal glutathione S-transferase 2
CCDC90B	0.09484340281580304	0.15601019587823894	No data	No data	No data	No data	No data	No data	coiled-coil domain containing 90B
SHANK2	0.09470975345233029	0	No data	No data	No data	0.1808978561484567	No data	0.7337273000815706	SH3 and multiple ankyrin repeat domains 2
BAG4	0.09468893129256346	0.1551481711544001	No data	No data	No data	0.012158615952232422	No data	No data	BAG cochaperone 4
LIMA1	0.09455529320497316	0.15553627744548018	No data	No data	No data	No data	No data	No data	LIM domain and actin binding 1
NTRK2	0.09418422054589953	0.07576699307847287	No data	No data	No data	0.6799207141419191	No data	No data	neurotrophic receptor tyrosine kinase 2
CCDC175	0.09388376821709951	0.15443166983140327	No data	No data	No data	No data	No data	No data	coiled-coil domain containing 175
SELENBP1	0.09380286585800382	No data	No data	No data	No data	0.7714929579692895	No data	No data	selenium binding protein 1
DCAF4L1	0.09365285613987426	0.154051836998238	No data	No data	No data	No data	No data	No data	DDB1 and CUL4 associated factor 4 like 1
HLA-F	0.09364166294512834	0.15403342504281495	No data	No data	No data	No data	No data	No data	major histocompatibility complex, class I, F
SUGP1	0.09347409154907942	0.15375778282053035	No data	No data	No data	No data	No data	No data	SURP and G-patch domain containing 1
CHADL	0.0934279528020452	0.15368188808511724	No data	No data	No data	No data	No data	No data	chondroadherin like
IZUMO1	0.09318573806625649	0.15328346323686098	No data	No data	No data	No data	No data	No data	izumo sperm-oocyte fusion 1
SMDT1	0.09308221204867098	0.1515933438049554	No data	No data	No data	0.030396539880581056	No data	No data	single-pass membrane protein with aspartate rich tail 1
BRD1	0.09296426802144628	No data	No data	No data	No data	0.7645958091502781	No data	No data	bromodomain containing 1
MRTFB	0.09286507466406586	0.15184410009280672	No data	No data	No data	0.01823792392834863	No data	No data	myocardin related transcription factor B
RMC1	0.09273536178636424	0.15254262845490613	No data	No data	No data	No data	No data	No data	regulator of MON1-CCZ1
ADAM22	0.09263907031338985	0.15238423629357345	No data	No data	No data	No data	No data	No data	ADAM metallopeptidase domain 22
RASSF1	0.09263143492954092	0.15237167666692034	No data	No data	No data	No data	No data	No data	Ras association domain family member 1
PAK6	0.09259759857732078	0.15231601843681739	No data	No data	No data	No data	No data	No data	p21 (RAC1) activated kinase 6
RIMS1	0.09250020024017408	0.14907604503423505	No data	No data	No data	0.06159521067467744	No data	No data	regulating synaptic membrane exocytosis 1
TUBB2A	0.09239496367117546	No data	No data	0.12158615952232422	No data	No data	No data	0.607930797611621	tubulin beta 2A class IIa
HERC1	0.09239496367117545	0.15198269940290526	No data	No data	No data	No data	No data	No data	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
MPL	0.09238463222215272	0.15196570495376185	No data	No data	No data	No data	No data	No data	MPL proto-oncogene, thrombopoietin receptor
ADGRB1	0.09222467822607895	0.15094267927900906	No data	No data	No data	0.015198269940290528	No data	No data	adhesion G protein-coupled receptor B1
AP3B2	0.09201772756490767	0.13236433722743926	No data	No data	No data	No data	No data	0.3799567485072632	adaptor related protein complex 3 subunit beta 2
WNK2	0.0918637358254604	No data	No data	No data	No data	0.0895192310111817	No data	0.733164541919615	WNK lysine deficient protein kinase 2
RAD9B	0.09122661357484024	0.1500608522108806	No data	No data	No data	No data	No data	No data	RAD9 checkpoint clamp component B
NLGN1	0.09098101535431477	No data	No data	No data	No data	0.6273516750208626	No data	0.4837305356595669	neuroligin 1
FMR1	0.09078987441148102	No data	No data	No data	No data	0.567654418340582	No data	0.6047986426654246	fragile X messenger ribonucleoprotein 1
H4C3	0.09075207465602546	0.1492802717226423	No data	No data	No data	No data	No data	No data	H4 clustered histone 3
CORO7	0.09071821382749871	0.14922457323087354	No data	No data	No data	No data	No data	No data	coronin 7
SPTSSB	0.09063140294593829	0.14908177592252614	No data	No data	No data	No data	No data	No data	serine palmitoyltransferase small subunit B
CCDC62	0.09026098525259231	0.14847246694393643	No data	No data	No data	No data	No data	No data	coiled-coil domain containing 62
KCNAB1	0.09017070891239802	No data	No data	No data	No data	No data	No data	0.7416198460963966	potassium voltage-gated channel subfamily A regulatory beta subunit 1
DNAJB4	0.09003426061249836	0.14809952212688704	No data	No data	No data	No data	No data	No data	DnaJ heat shock protein family (Hsp40) member B4
TGFB1	0.09003416218509087	No data	No data	No data	No data	0.740496801106378	No data	No data	transforming growth factor beta 1
ITM2B	0.09000193411209202	No data	No data	No data	No data	No data	No data	0.7402317374418502	integral membrane protein 2B
SIRT1	0.089941703729814	No data	No data	No data	No data	0.7397363654150123	No data	No data	sirtuin 1
CSF3R	0.0899185549920467	0.14790919516713072	No data	No data	No data	No data	No data	No data	colony stimulating factor 3 receptor
HAT1	0.08944906332859484	0.14713691703071066	No data	No data	No data	No data	No data	No data	histone acetyltransferase 1
AOPEP	0.0891721956320759	No data	No data	No data	No data	0.7334074534667999	No data	No data	aminopeptidase O (putative)
TRIM10	0.08871072398975859	0.14592240488272115	No data	No data	No data	No data	No data	No data	tripartite motif containing 10
RRN3	0.08862530099127174	0.14578189053664353	No data	No data	No data	No data	No data	No data	RRN3 homolog, RNA polymerase I transcription factor
THAP8	0.08861796544217886	0.14576982411539674	No data	No data	No data	No data	No data	No data	THAP domain containing 8
POLR3G	0.08856532792098529	0.14568323938996358	No data	No data	No data	No data	No data	No data	RNA polymerase III subunit G
MINDY2	0.08836978268187774	0.14368977262655624	No data	No data	No data	0.03343619386863916	No data	No data	MINDY lysine 48 deubiquitinase 2
ENTREP1	0.08803350868553973	0.14366294724760592	No data	No data	No data	No data	0.022909797654676625	No data	endosomal transmembrane epsin interactor 1
ZFTRAF1	0.08795027627399425	0.1446715261334426	No data	No data	No data	No data	No data	No data	zinc finger TRAF-type containing 1
ANKRD45	0.08791368141142311	0.09210068336380106	No data	No data	No data	No data	No data	0.607930797611621	ankyrin repeat domain 45
ADCY10	0.08774619711278164	0.1443358314096116	No data	No data	No data	No data	No data	No data	adenylate cyclase 10
TP53	0.08770454488464735	No data	No data	No data	No data	0.7213365832855677	No data	No data	tumor protein p53
TSPYL2	0.08743704992058018	No data	No data	No data	No data	0.03951550184475537	No data	0.7092576633035381	TSPY like 2
CLDN5	0.08740299901841059	No data	No data	No data	No data	0.7188564830223351	No data	No data	claudin 5
HIP1R	0.08729661937239275	0.14359631016450417	No data	No data	No data	No data	No data	No data	huntingtin interacting protein 1 related
ZSCAN12	0.08729493931794173	0.14359354660250398	No data	No data	No data	No data	No data	No data	zinc finger and SCAN domain containing 12
PRSS51	0.08677576234378369	0.14273953990273203	No data	No data	No data	No data	No data	No data	serine protease 51
NFKB1	0.08657408651867411	0.04554754750377828	No data	No data	No data	0.6551045580417657	No data	No data	nuclear factor kappa B subunit 1
C4A	0.08650413659971042	No data	No data	No data	No data	0.7114636808955838	No data	No data	complement C4A (Rodgers blood group)
GLT8D1	0.08633564435242838	0.13531383834283883	No data	No data	No data	0.1340348176727586	No data	No data	glycosyltransferase 8 domain containing 1
CRACD	0.08623591539285491	No data	No data	No data	No data	No data	No data	0.7092576633035381	capping protein inhibiting regulator of actin dynamics
UNC79	0.08609362714880127	No data	No data	No data	No data	0.01823792392834863	No data	0.7035279155360484	unc-79 homolog, NALCN channel complex subunit
FAM221A	0.08605030848007708	0.1415462233828967	No data	No data	No data	No data	No data	No data	family with sequence similarity 221 member A
TMEM200A	0.08596515324375117	0.14034900248801832	No data	No data	No data	No data	0.02114293994446938	No data	transmembrane protein 200A
GPX6	0.08584284079288741	0.07847518107524194	No data	No data	No data	No data	No data	0.607930797611621	glutathione peroxidase 6
MINDY1	0.08568305381394206	0.14094211734389053	No data	No data	No data	No data	No data	No data	MINDY lysine 48 deubiquitinase 1
LEP	0.08550935576127923	No data	No data	No data	No data	0.7032819861834604	No data	No data	leptin
SYP	0.08545402149478906	No data	No data	No data	No data	0.6965337089687467	0.025172695525377903	No data	synaptophysin
KCTD10	0.08527757006343388	0.14027512736394346	No data	No data	No data	No data	No data	No data	potassium channel tetramerization domain containing 10
HLA-B	0.08503966657418548	0.1333638309463401	No data	No data	No data	0.13039926485079162	No data	No data	major histocompatibility complex, class I, B
NQO2	0.08499782287966115	No data	No data	No data	No data	0.12158615952232422	No data	0.6686782825629624	N-ribosyldihydronicotinamide:quinone reductase 2
CDK17	0.08493499430436474	No data	No data	No data	No data	No data	No data	0.6985580812655735	cyclin dependent kinase 17
ASCL1	0.08477566777579483	0.13786638309299443	No data	No data	No data	0.03166306237560527	No data	No data	achaete-scute family bHLH transcription factor 1
CNTNAP2	0.08476013521510205	No data	No data	No data	No data	0.2861555061682978	No data	0.6255810551022786	contactin associated protein 2
ACE	0.0846990101407148	No data	No data	No data	No data	0.35474561401191684	No data	0.607930797611621	angiotensin I converting enzyme
MAPK3	0.08468456401790654	0.09617562248161741	No data	No data	No data	0.12110874037502814	No data	0.5628223324288387	mitogen-activated protein kinase 3
TUBA1A	0.08463034757692674	No data	No data	0.12158615952232422	No data	0.012158615952232422	No data	0.3470828906264148	tubulin alpha 1a
RC3H1	0.08455926725865905	0.13909357379304882	No data	No data	No data	No data	No data	No data	ring finger and CCCH-type domains 1
METTL15	0.08455464949746207	0.13908597792652072	No data	No data	No data	No data	No data	No data	methyltransferase like 15
CD163	0.0844670651439056	No data	No data	No data	No data	0.6947095415773599	No data	No data	CD163 molecule
CKB	0.0844229536711131	0.13040475628383744	No data	No data	No data	0.16929184016823615	No data	No data	creatine kinase B
RNF112	0.08411163298410791	0.08420369077813082	No data	No data	No data	No data	No data	0.586531633535692	ring finger protein 112
SUOX	0.08410268715290109	0.1383425341886206	No data	No data	No data	No data	No data	No data	sulfite oxidase
KALRN	0.08404739101484732	No data	No data	No data	No data	0.2448544033076132	No data	0.6300442803747438	kalirin RhoGEF kinase
IGF2	0.08400551063068179	No data	No data	No data	No data	0.690913430942423	No data	No data	insulin like growth factor 2
PIP4K2A	0.08383898133096639	No data	No data	No data	No data	0.6895437906776952	No data	No data	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
GAD1	0.0837540629585299	No data	No data	No data	No data	0.6888453693049822	No data	No data	glutamate decarboxylase 1
ATF7IP2	0.083728682024476	0.13772732415173083	No data	No data	No data	No data	No data	No data	activating transcription factor 7 interacting protein 2
CTNNA1	0.0836955129450901	0.1376727635347721	No data	No data	No data	No data	No data	No data	catenin alpha 1
FAM177A1	0.08364391244030113	0.13758788462258062	No data	No data	No data	No data	No data	No data	family with sequence similarity 177 member A1
NEMP1	0.08346409786565255	0.1372921033011621	No data	No data	No data	No data	No data	No data	nuclear envelope integral membrane protein 1
APBB1	0.08340493370597009	No data	No data	No data	No data	0.012158615952232422	No data	0.6829342597669549	amyloid beta precursor protein binding family B member 1
ZSCAN31	0.08340351195644911	0.12248427684684907	No data	No data	No data	0.29416334468298766	No data	No data	zinc finger and SCAN domain containing 31
SLC35E4	0.08336534881851697	0.1371296686169455	No data	No data	No data	No data	No data	No data	solute carrier family 35 member E4
KCND3	0.08329405974956468	No data	No data	No data	No data	0.01823792392834863	No data	0.6805025365765084	potassium voltage-gated channel subfamily D member 3
AMIGO1	0.08310179304420388	0.07755925069467794	No data	No data	No data	No data	No data	0.586531633535692	adhesion molecule with Ig like domain 1
WNT3	0.08296877757964387	0.1364773390418835	No data	No data	No data	No data	No data	No data	Wnt family member 3
WDR82	0.0828673926637511	0.13631056855371101	No data	No data	No data	No data	No data	No data	WD repeat domain 82
